type,amount,oldbalanceOrg,newbalanceOrig,isFraud
1,56281.02,48992.0,0.0,No Fraud
1,170985.2,0.0,0.0,No Fraud
3,11467.27,14683.69,3216.41,No Fraud
0,196630.18,150.0,196780.18,No Fraud
4,46661.03,46661.03,0.0,Fraud
3,7793.69,865.0,0.0,No Fraud
0,144772.26,10780401.45,10925173.7,No Fraud
4,81814.51,81814.51,0.0,Fraud
1,91072.59,1389.74,0.0,No Fraud
4,328110.3,328110.3,0.0,Fraud
0,403751.86,1893654.03,2297405.89,No Fraud
1,61210.65,41041.0,0.0,No Fraud
4,2194533.79,2194533.79,0.0,Fraud
4,819048.34,819048.34,0.0,Fraud
1,151246.06,17457.0,0.0,No Fraud
4,1018201.15,0.0,0.0,No Fraud
4,1778520.7,1778520.7,0.0,Fraud
4,161804.68,161804.68,0.0,Fraud
0,50360.4,95686.0,146046.4,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
4,107732.98,107732.98,0.0,Fraud
3,21290.71,52084.81,30794.11,No Fraud
4,249017.98,249017.98,0.0,Fraud
3,22184.11,278373.87,256189.75,No Fraud
4,1762680.47,1762680.47,0.0,Fraud
4,236388.4,236388.4,0.0,Fraud
1,682063.33,682063.33,0.0,Fraud
1,55940.16,102365.99,46425.84,No Fraud
1,142715.07,142715.07,0.0,Fraud
0,208109.69,5591861.34,5799971.03,No Fraud
1,255810.72,249764.0,0.0,No Fraud
0,288989.1,3489500.34,3778489.43,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
4,1499869.54,1499869.54,0.0,Fraud
1,52151.8,0.0,0.0,No Fraud
1,313733.88,64939.67,0.0,No Fraud
1,78810.3,78810.3,0.0,Fraud
4,769619.59,769619.59,0.0,Fraud
4,77773.14,77773.14,0.0,Fraud
0,22777.65,697251.0,720028.65,No Fraud
4,264636.07,12498.0,0.0,No Fraud
4,4011314.1,4011314.1,0.0,Fraud
0,68665.93,8171033.95,8239699.88,No Fraud
1,155759.39,21507.0,0.0,No Fraud
1,580010.03,580010.03,0.0,Fraud
0,279957.29,8398687.27,8678644.56,No Fraud
0,121149.49,12586852.22,12708001.71,No Fraud
1,175597.64,175597.64,0.0,Fraud
1,6392.08,6392.08,0.0,Fraud
4,2211708.21,0.0,0.0,No Fraud
4,1739911.28,7655.0,0.0,No Fraud
4,4342582.37,4342582.37,0.0,Fraud
4,802421.39,802421.39,0.0,Fraud
4,3845765.36,3845765.36,0.0,Fraud
3,2456.31,277909.13,275452.82,No Fraud
1,68117.65,0.0,0.0,No Fraud
1,63529.9,0.0,0.0,No Fraud
4,3695429.98,3695429.98,0.0,Fraud
1,76829.49,50005.0,0.0,No Fraud
4,32521.24,32521.24,0.0,Fraud
1,601657.23,601657.23,0.0,Fraud
0,133906.59,6641172.02,6775078.61,No Fraud
1,160473.8,0.0,0.0,No Fraud
4,1162155.11,1162155.11,0.0,Fraud
1,269636.33,0.0,0.0,No Fraud
1,68342.8,51719.0,0.0,No Fraud
4,1270564.34,1270564.34,0.0,Fraud
1,24424.67,24424.67,0.0,Fraud
4,9748.89,9748.89,0.0,Fraud
1,104957.85,104957.85,0.0,Fraud
3,24347.46,0.0,0.0,No Fraud
1,696575.46,696575.46,0.0,Fraud
4,4129482.96,4129482.96,0.0,Fraud
1,306488.69,0.0,0.0,No Fraud
0,145967.01,60660.96,206627.98,No Fraud
1,322403.78,0.0,0.0,No Fraud
4,638693.49,638693.49,0.0,Fraud
4,4651.43,4651.43,0.0,Fraud
3,8368.53,18147.0,9778.47,No Fraud
0,130469.06,113368.29,243837.34,No Fraud
1,256931.42,0.0,0.0,No Fraud
4,762135.72,762135.72,0.0,Fraud
3,10636.59,99004.0,88367.41,No Fraud
1,307739.18,307739.18,0.0,Fraud
4,21662.5,21662.5,0.0,Fraud
0,175134.71,2867352.26,3042486.97,No Fraud
1,173309.11,173309.11,0.0,Fraud
4,6273660.45,6273660.45,0.0,Fraud
1,308622.73,67666.0,0.0,No Fraud
0,339030.74,52834.0,391864.74,No Fraud
1,33302.96,33302.96,0.0,Fraud
1,177525.41,0.0,0.0,No Fraud
4,207838.47,16036.0,0.0,No Fraud
4,3879669.76,3879669.76,0.0,Fraud
1,38117.74,0.0,0.0,No Fraud
0,172150.6,267515.0,439665.6,No Fraud
4,1534985.07,1534985.07,0.0,Fraud
4,10000000.0,33171085.59,23171085.59,Fraud
4,79031.41,79031.41,0.0,Fraud
0,169113.53,1399225.5,1568339.03,No Fraud
1,90916.46,214963.26,124046.8,No Fraud
1,130516.04,29417.29,0.0,No Fraud
4,1532229.72,1532229.72,0.0,Fraud
3,1945.62,19942.0,17996.38,No Fraud
1,54584.29,54584.29,0.0,Fraud
1,137307.51,25171.0,0.0,No Fraud
1,175972.28,175972.28,0.0,Fraud
1,200008.33,200008.33,0.0,Fraud
4,1209444.33,0.0,0.0,No Fraud
3,42587.32,0.0,0.0,No Fraud
1,246938.77,246938.77,0.0,Fraud
3,7129.11,0.0,0.0,No Fraud
4,350800.27,350800.27,0.0,Fraud
1,334790.89,334790.89,0.0,Fraud
1,157137.97,157137.97,0.0,Fraud
1,6380.8,53642.0,47261.2,No Fraud
1,108045.0,0.0,0.0,No Fraud
1,3695429.98,3695429.98,0.0,Fraud
1,234745.51,31473.0,0.0,No Fraud
1,216351.05,216351.05,0.0,Fraud
1,17820.24,300084.0,282263.76,No Fraud
1,2394623.8,2394623.8,0.0,Fraud
1,591159.5,591159.5,0.0,Fraud
1,425221.11,425221.11,0.0,Fraud
1,807278.78,807278.78,0.0,Fraud
4,96989.06,96989.06,0.0,Fraud
3,1137.81,34608.76,33470.95,No Fraud
1,1498296.47,1498296.47,0.0,Fraud
1,134623.95,134623.95,0.0,Fraud
1,4914.19,0.0,0.0,No Fraud
3,12518.05,214643.65,202125.6,No Fraud
1,2111475.81,2111475.81,0.0,Fraud
4,3200270.32,3200270.32,0.0,Fraud
4,530354.58,530354.58,0.0,Fraud
3,5847.97,0.0,0.0,No Fraud
1,74252.6,0.0,0.0,No Fraud
4,225301.45,225301.45,0.0,Fraud
3,4936.55,0.0,0.0,No Fraud
1,20842.92,20842.92,0.0,Fraud
1,329937.88,329937.88,0.0,Fraud
0,119041.7,26013.0,145054.7,No Fraud
0,157631.76,5597413.4,5755045.16,No Fraud
1,157272.13,157272.13,0.0,Fraud
4,524075.46,0.0,0.0,No Fraud
1,351912.04,351912.04,0.0,Fraud
1,285294.11,285294.11,0.0,Fraud
3,6734.13,30110.0,23375.87,No Fraud
1,79946.03,0.0,0.0,No Fraud
1,113640.38,0.0,0.0,No Fraud
4,10000000.0,0.0,0.0,No Fraud
1,1433038.32,1433038.32,0.0,Fraud
4,82764.07,82764.07,0.0,Fraud
1,1312947.27,1312947.27,0.0,Fraud
3,6012.91,0.0,0.0,No Fraud
0,168451.53,30040.03,198491.56,No Fraud
1,2923356.25,2923356.25,0.0,Fraud
1,10000000.0,10000000.0,0.0,Fraud
4,144731.73,144731.73,0.0,Fraud
3,9294.15,8948.41,0.0,No Fraud
4,1777674.32,1777674.32,0.0,Fraud
1,239068.53,0.0,0.0,No Fraud
4,1123561.68,1123561.68,0.0,Fraud
4,2079746.13,2079746.13,0.0,Fraud
0,21468.99,2185.0,23653.99,No Fraud
0,280815.82,73852.0,354667.82,No Fraud
1,1593189.25,1593189.25,0.0,Fraud
3,8616.72,392984.96,384368.24,No Fraud
1,54015.72,60586.0,6570.28,No Fraud
1,39342.59,39342.59,0.0,Fraud
3,25764.72,154263.0,128498.28,No Fraud
3,14618.2,20983.0,6364.8,No Fraud
4,4177467.46,4177467.46,0.0,Fraud
1,17428.0,17428.0,0.0,Fraud
4,963966.56,963966.56,0.0,Fraud
3,8736.68,15065.0,6328.32,No Fraud
1,356830.35,20446.0,0.0,No Fraud
3,6384.18,19085.0,12700.82,No Fraud
3,3013.22,0.0,0.0,No Fraud
3,38543.35,195534.76,156991.41,No Fraud
3,22041.4,11012.0,0.0,No Fraud
0,158445.6,2376.0,160821.6,No Fraud
1,27723.34,27723.34,0.0,Fraud
1,1387048.31,1387048.31,0.0,Fraud
3,13872.88,271817.96,257945.08,No Fraud
4,31887.18,31887.18,0.0,Fraud
1,111154.51,138523.0,27368.49,No Fraud
4,2914653.69,2914653.69,0.0,Fraud
1,2686564.04,2686564.04,0.0,Fraud
1,131842.85,131842.85,0.0,Fraud
4,106434.23,106434.23,0.0,Fraud
4,114149.44,114149.44,0.0,Fraud
4,1243269.91,1243269.91,0.0,Fraud
4,1651948.79,1651948.79,0.0,Fraud
1,98376.58,12502.0,0.0,No Fraud
1,40702.17,22591.0,0.0,No Fraud
3,6574.81,16152.0,9577.19,No Fraud
1,92641.52,92641.52,0.0,Fraud
3,15410.74,321.84,0.0,No Fraud
4,736677.36,736677.36,0.0,Fraud
4,8383.17,8383.17,0.0,Fraud
3,10021.28,198.0,0.0,No Fraud
3,5656.44,94970.33,89313.89,No Fraud
4,1519979.57,0.0,0.0,No Fraud
1,2763025.35,2763025.35,0.0,Fraud
4,232185.56,232185.56,0.0,Fraud
0,429075.01,3613617.41,4042692.42,No Fraud
1,298440.49,109435.17,0.0,No Fraud
0,183908.15,2870807.92,3054716.08,No Fraud
1,164382.72,164382.72,0.0,Fraud
0,327847.33,875435.34,1203282.67,No Fraud
4,276253.24,276253.24,0.0,Fraud
3,13692.08,0.0,0.0,No Fraud
1,243747.83,243747.83,0.0,Fraud
1,3723738.06,3723738.06,0.0,Fraud
1,452804.42,452804.42,0.0,Fraud
1,1564952.45,1564952.45,0.0,Fraud
1,101081.12,101081.12,0.0,Fraud
1,22411.25,20646.0,0.0,No Fraud
1,1989311.31,1989311.31,0.0,Fraud
3,3473.43,213184.0,209710.57,No Fraud
1,101903.69,101903.69,0.0,Fraud
4,63440.63,63440.63,0.0,Fraud
4,90346.05,90346.05,0.0,Fraud
3,23155.8,34195.0,11039.2,No Fraud
1,88777.62,179.0,0.0,No Fraud
4,329681.15,599560.45,269879.3,No Fraud
1,6085.3,6085.3,0.0,Fraud
4,3641525.7,3641525.7,0.0,Fraud
1,558050.49,558050.49,0.0,Fraud
1,1517771.48,1517771.48,0.0,Fraud
4,164.0,164.0,0.0,Fraud
4,457081.53,0.0,0.0,No Fraud
4,54584.29,54584.29,0.0,Fraud
1,348055.47,348055.47,0.0,Fraud
1,260653.58,52647.0,0.0,No Fraud
3,3389.29,10581.82,7192.52,No Fraud
4,10000000.0,16250438.78,6250438.78,Fraud
4,453595.03,0.0,0.0,No Fraud
4,2815.61,2815.61,0.0,Fraud
1,143998.13,11176.0,0.0,No Fraud
1,2580055.17,2580055.17,0.0,Fraud
0,535114.54,1671105.15,2206219.69,No Fraud
1,7418265.31,7418265.31,0.0,Fraud
3,7373.82,437.0,0.0,No Fraud
1,350789.59,350789.59,0.0,Fraud
4,30674.98,30674.98,0.0,Fraud
1,446483.62,6929.0,0.0,No Fraud
0,64177.98,11275121.28,11339299.26,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
1,138993.63,138993.63,0.0,Fraud
1,6273660.45,6273660.45,0.0,Fraud
1,84122.39,0.0,0.0,No Fraud
1,2371324.81,2371324.81,0.0,Fraud
1,3351304.78,3351304.78,0.0,Fraud
4,10000000.0,40399045.08,30399045.08,Fraud
1,228803.98,228803.98,0.0,Fraud
1,13962.0,13962.0,0.0,Fraud
4,430722.59,430722.59,0.0,Fraud
3,38983.13,705451.0,666467.87,No Fraud
1,147649.37,147649.37,0.0,Fraud
4,828380.42,0.0,0.0,No Fraud
0,27212.81,161.0,27373.81,No Fraud
1,155175.27,253233.0,98057.73,No Fraud
1,126931.3,60221.0,0.0,No Fraud
0,421438.76,1523578.06,1945016.82,No Fraud
1,432875.58,1078.0,0.0,No Fraud
4,667043.9,667043.9,0.0,Fraud
1,1055.0,1055.0,0.0,Fraud
1,281314.96,10513.0,0.0,No Fraud
4,5903457.39,5903457.39,0.0,Fraud
4,95267.81,95267.81,0.0,Fraud
3,6026.21,0.0,0.0,No Fraud
1,4505012.56,4505012.56,0.0,Fraud
1,805319.81,805319.81,0.0,Fraud
1,10000000.0,10000000.0,0.0,Fraud
4,811459.21,811459.21,0.0,Fraud
2,2464.36,11082.0,8617.64,No Fraud
1,6106149.52,6106149.52,0.0,Fraud
1,106190.01,0.0,0.0,No Fraud
3,11170.76,0.0,0.0,No Fraud
1,304663.36,377685.0,73021.64,No Fraud
1,57588.67,57588.67,0.0,Fraud
3,19355.33,12231.0,0.0,No Fraud
4,128950.28,0.0,0.0,No Fraud
1,333029.75,0.0,0.0,No Fraud
1,177022.52,177022.52,0.0,Fraud
4,470956.59,470956.59,0.0,Fraud
1,357824.01,357824.01,0.0,Fraud
0,232624.87,108678.0,341302.87,No Fraud
0,502866.2,10185.0,513051.2,No Fraud
4,40867.66,40867.66,0.0,Fraud
4,976830.22,976830.22,0.0,Fraud
1,272637.22,272637.22,0.0,Fraud
3,5130.34,275759.59,270629.26,No Fraud
1,3608191.52,3608191.52,0.0,Fraud
1,4559921.56,4559921.56,0.0,Fraud
4,119.65,119.65,0.0,Fraud
4,130777.09,130777.09,0.0,Fraud
3,3285.57,0.0,0.0,No Fraud
4,49965.92,49965.92,0.0,Fraud
0,53388.17,542859.45,596247.62,No Fraud
1,133766.23,711559.72,577793.49,No Fraud
1,1032168.79,1032168.79,0.0,Fraud
1,209041.63,8905.0,0.0,No Fraud
3,17420.96,96797.68,79376.73,No Fraud
1,436757.76,436757.76,0.0,Fraud
4,10000000.0,23924102.18,13924102.18,Fraud
0,249576.69,632.0,250208.69,No Fraud
0,130008.53,27735.0,157743.53,No Fraud
1,3399575.93,3399575.93,0.0,Fraud
4,100799.74,0.0,0.0,No Fraud
3,7180.46,0.0,0.0,No Fraud
3,4788.95,0.0,0.0,No Fraud
4,1525742.02,1525742.02,0.0,Fraud
4,49210.21,49210.21,0.0,Fraud
3,8222.86,30535.85,22312.99,No Fraud
4,1722281.2,12675.0,0.0,No Fraud
1,36478.18,0.0,0.0,No Fraud
1,904338.88,904338.88,0.0,Fraud
1,285143.18,6460.0,0.0,No Fraud
4,40591.72,40591.72,0.0,Fraud
0,263100.06,6163.0,269263.06,No Fraud
4,66188.66,66188.66,0.0,Fraud
4,216000.95,216000.95,0.0,Fraud
4,30245.46,30245.46,0.0,Fraud
4,87381.78,87381.78,0.0,Fraud
4,7843330.12,0.0,0.0,No Fraud
1,1010857.38,1010857.38,0.0,Fraud
4,5245375.3,5245375.3,0.0,Fraud
0,308346.36,7210.0,315556.36,No Fraud
3,10046.33,122.0,0.0,No Fraud
3,2148.32,484.0,0.0,No Fraud
1,134822.01,30010.0,0.0,No Fraud
1,21531.0,21531.0,0.0,Fraud
1,92130.22,41699.0,0.0,No Fraud
1,161024.8,161024.8,0.0,Fraud
4,461509.86,461509.86,0.0,Fraud
1,160351.22,160351.22,0.0,Fraud
1,328427.77,328427.77,0.0,Fraud
4,10000000.0,11812161.42,1812161.42,Fraud
1,32121.67,0.0,0.0,No Fraud
1,170293.05,1048.0,0.0,No Fraud
3,10027.03,1103.0,0.0,No Fraud
4,730677.5,730677.5,0.0,Fraud
0,298163.79,80986.0,379149.79,No Fraud
3,4015.87,48798.0,44782.13,No Fraud
4,190590.65,190590.65,0.0,Fraud
4,3580542.06,3580542.06,0.0,Fraud
1,184443.48,0.0,0.0,No Fraud
4,58863.89,58863.89,0.0,Fraud
4,98862.23,0.0,0.0,No Fraud
1,190689.25,9970.0,0.0,No Fraud
0,161218.96,4117718.41,4278937.37,No Fraud
1,16654.82,0.0,0.0,No Fraud
4,287040.14,287040.14,0.0,Fraud
1,131050.19,0.0,0.0,No Fraud
0,132557.07,5455180.66,5587737.73,No Fraud
0,253516.43,2055421.6,2308938.03,No Fraud
3,38208.85,0.0,0.0,No Fraud
1,376219.87,1853.0,0.0,No Fraud
1,288032.02,288032.02,0.0,Fraud
4,2189170.39,2189170.39,0.0,Fraud
1,105903.18,105903.18,0.0,Fraud
1,23444.5,0.0,0.0,No Fraud
1,146213.86,50259.0,0.0,No Fraud
3,13746.49,150080.57,136334.08,No Fraud
1,1322277.84,1322277.84,0.0,Fraud
3,39047.76,139970.0,100922.24,No Fraud
1,139910.34,0.0,0.0,No Fraud
4,1947807.58,1947807.58,0.0,Fraud
1,398490.64,0.0,0.0,No Fraud
4,37323.15,37323.15,0.0,Fraud
4,106596.14,106596.14,0.0,Fraud
3,8277.89,12383.0,4105.11,No Fraud
1,236692.01,0.0,0.0,No Fraud
1,209164.1,0.0,0.0,No Fraud
4,2600970.32,2600970.32,0.0,Fraud
1,73328.47,73328.47,0.0,Fraud
1,5979556.06,5979556.06,0.0,Fraud
3,5227.61,7056.0,1828.39,No Fraud
0,82857.19,2288962.72,2371819.91,No Fraud
4,5963850.34,5963850.34,0.0,Fraud
4,147649.37,147649.37,0.0,Fraud
4,701707.89,701707.89,0.0,Fraud
3,816.44,0.0,0.0,No Fraud
4,214945.89,64137.0,0.0,No Fraud
3,6866.65,549.0,0.0,No Fraud
0,11695.09,8985.0,20680.09,No Fraud
1,358529.2,358529.2,0.0,Fraud
3,21424.31,57818.77,36394.46,No Fraud
3,6320.1,769754.42,763434.32,No Fraud
1,420270.22,420270.22,0.0,Fraud
1,4022408.76,4022408.76,0.0,Fraud
1,265022.95,12296.0,0.0,No Fraud
4,12845.71,44302.0,31456.29,No Fraud
4,38180.99,38180.99,0.0,Fraud
4,1172700.63,1172700.63,0.0,Fraud
1,79446.06,79446.06,0.0,Fraud
4,692984.55,692984.55,0.0,Fraud
0,53946.46,55297.0,109243.46,No Fraud
3,7770.53,21991.0,14220.47,No Fraud
0,44001.28,6483483.37,6527484.66,No Fraud
3,16910.53,0.0,0.0,No Fraud
1,64588.94,29832.0,0.0,No Fraud
4,93810.76,93810.76,0.0,Fraud
4,915726.03,0.0,0.0,No Fraud
1,137367.1,0.0,0.0,No Fraud
3,5446.95,6328.0,881.05,No Fraud
3,1814.81,0.0,0.0,No Fraud
4,331052.86,147322.0,0.0,No Fraud
1,541115.02,541115.02,0.0,Fraud
4,1539687.27,1539687.27,0.0,Fraud
4,20278.62,20278.62,0.0,Fraud
3,1077.82,0.0,0.0,No Fraud
1,72251.23,11137.0,0.0,No Fraud
1,2582313.07,2582313.07,0.0,Fraud
1,459378.91,459378.91,0.0,Fraud
4,537539.57,537539.57,0.0,Fraud
1,125758.43,434.0,0.0,No Fraud
4,2491.85,2491.85,0.0,Fraud
0,300692.04,41033.0,341725.04,No Fraud
1,72041.07,0.0,0.0,No Fraud
1,97171.69,0.0,0.0,No Fraud
1,252189.32,252189.32,0.0,Fraud
1,72955.08,72955.08,0.0,Fraud
1,226726.51,127657.0,0.0,No Fraud
3,2846.88,35922.0,33075.12,No Fraud
1,122175.2,40787.0,0.0,No Fraud
1,1170213.18,1170213.18,0.0,Fraud
3,1531.71,22881.0,21349.29,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
3,13025.77,38172.5,25146.73,No Fraud
4,44829.81,44829.81,0.0,Fraud
3,61125.95,119890.0,58764.05,No Fraud
1,9097679.75,9097679.75,0.0,Fraud
4,2806.0,2806.0,0.0,Fraud
1,20920.39,20920.39,0.0,Fraud
1,209541.14,0.0,0.0,No Fraud
1,752639.78,752639.78,0.0,Fraud
4,108779.53,108779.53,0.0,Fraud
1,729078.34,729078.34,0.0,Fraud
1,210892.38,0.0,0.0,No Fraud
4,42418.85,42418.85,0.0,Fraud
1,30917.39,30917.39,0.0,Fraud
3,15.7,0.0,0.0,No Fraud
4,2732915.89,0.0,0.0,No Fraud
1,23467.04,0.0,0.0,No Fraud
3,10427.45,0.0,0.0,No Fraud
1,1026208.84,1026208.84,0.0,Fraud
4,343429.34,343429.34,0.0,Fraud
0,289481.68,3968815.61,4258297.3,No Fraud
4,1576531.53,1576531.53,0.0,Fraud
3,28069.24,504910.0,476840.76,No Fraud
1,1312694.5,1312694.5,0.0,Fraud
1,154691.16,2833.0,0.0,No Fraud
1,1270565.77,1270565.77,0.0,Fraud
1,2433009.28,2433009.28,0.0,Fraud
4,82767.31,82767.31,0.0,Fraud
1,284475.5,0.0,0.0,No Fraud
1,44044.79,44044.79,0.0,Fraud
1,20278.62,20278.62,0.0,Fraud
1,1372301.24,1372301.24,0.0,Fraud
1,295054.68,295054.68,0.0,Fraud
1,201988.55,201988.55,0.0,Fraud
1,111033.79,111033.79,0.0,Fraud
1,84196.79,84196.79,0.0,Fraud
1,420065.39,0.0,0.0,No Fraud
3,3608.4,0.0,0.0,No Fraud
1,41187.08,0.0,0.0,No Fraud
4,3551022.86,3551022.86,0.0,Fraud
1,38115.0,38115.0,0.0,Fraud
1,82767.31,82767.31,0.0,Fraud
1,112848.05,0.0,0.0,No Fraud
4,568292.72,568292.72,0.0,Fraud
1,174923.28,174923.28,0.0,Fraud
3,27956.05,0.0,0.0,No Fraud
2,2569.5,12009.0,9439.5,No Fraud
1,183192.17,0.0,0.0,No Fraud
1,120440.62,9937.0,0.0,No Fraud
4,44577.32,44577.32,0.0,Fraud
1,3890627.92,3890627.92,0.0,Fraud
4,746518.21,746518.21,0.0,Fraud
1,519493.52,0.0,0.0,No Fraud
1,46190.9,46190.9,0.0,Fraud
4,237776.02,237776.02,0.0,Fraud
3,1970.68,0.0,0.0,No Fraud
0,109937.08,1693207.23,1803144.31,No Fraud
3,6343.02,1054.0,0.0,No Fraud
4,1890673.83,115842.0,0.0,No Fraud
3,17786.06,865.0,0.0,No Fraud
1,402908.77,36296.0,0.0,No Fraud
4,164296.85,164296.85,0.0,Fraud
4,1424002.7,1424002.7,0.0,Fraud
4,4737833.35,4737833.35,0.0,Fraud
4,10000000.0,16580427.81,6580427.81,Fraud
3,191.74,0.0,0.0,No Fraud
4,260408.9,260408.9,0.0,Fraud
3,1479.21,1873.0,393.79,No Fraud
0,260384.41,16320508.96,16580893.37,No Fraud
3,5583.77,0.0,0.0,No Fraud
4,331729.06,331729.06,0.0,Fraud
1,11980.08,931223.91,919243.83,No Fraud
3,4709.36,0.0,0.0,No Fraud
4,34839.32,34839.32,0.0,Fraud
4,669627.43,669627.43,0.0,Fraud
3,9307.93,339221.54,329913.61,No Fraud
0,154068.15,52141.0,206209.15,No Fraud
3,13461.74,9914.0,0.0,No Fraud
3,17922.41,27276.0,9353.59,No Fraud
1,42483.97,42483.97,0.0,Fraud
3,12169.09,46185.27,34016.19,No Fraud
1,73064.41,73064.41,0.0,Fraud
1,326052.83,326052.83,0.0,Fraud
1,9060955.18,9060955.18,0.0,Fraud
1,195522.11,0.0,0.0,No Fraud
1,20128.0,20128.0,0.0,Fraud
1,30953.16,0.0,0.0,No Fraud
1,23031.26,23031.26,0.0,Fraud
4,63624.08,63624.08,0.0,Fraud
0,429033.34,449.0,429482.34,No Fraud
0,152664.91,828785.83,981450.74,No Fraud
1,964544.37,964544.37,0.0,Fraud
1,67142.32,0.0,0.0,No Fraud
4,756426.12,756426.12,0.0,Fraud
4,1773151.32,1773151.32,0.0,Fraud
4,475254.44,151327.4,0.0,No Fraud
4,177925.98,177925.98,0.0,Fraud
3,5991.83,522.0,0.0,No Fraud
4,694789.5,0.0,0.0,No Fraud
4,559565.82,559565.82,0.0,Fraud
4,227624.3,227624.3,0.0,Fraud
4,906270.63,906270.63,0.0,Fraud
1,832811.84,832811.84,0.0,Fraud
4,1232697.94,1232697.94,0.0,Fraud
1,303234.44,0.0,0.0,No Fraud
0,242030.09,9325194.11,9567224.2,No Fraud
1,159874.58,59835.25,0.0,No Fraud
3,13221.15,380129.61,366908.47,No Fraud
3,2923.46,0.0,0.0,No Fraud
0,258419.02,3390613.72,3649032.74,No Fraud
4,495977.84,495977.84,0.0,Fraud
4,126690.14,126690.14,0.0,Fraud
3,5758.06,0.0,0.0,No Fraud
1,6311409.28,6311409.28,0.0,Fraud
1,6695070.79,6695070.79,0.0,Fraud
1,197674.52,257071.74,59397.22,No Fraud
1,2026529.56,2026529.56,0.0,Fraud
4,651477.38,651477.38,0.0,Fraud
1,2784.51,2784.51,0.0,Fraud
1,1311150.9,1311150.9,0.0,Fraud
4,605108.36,605108.36,0.0,Fraud
3,22804.93,0.0,0.0,No Fraud
0,153968.26,18688918.55,18842886.81,No Fraud
3,12980.68,6573.25,0.0,No Fraud
4,115881.21,115881.21,0.0,Fraud
1,12477.96,12477.96,0.0,Fraud
1,1650.08,1650.08,0.0,Fraud
4,221511.12,221511.12,0.0,Fraud
1,256239.22,152133.0,0.0,No Fraud
4,200008.33,200008.33,0.0,Fraud
0,73282.61,91619.0,164901.61,No Fraud
4,5614246.07,5614246.07,0.0,Fraud
1,46104.64,33321.67,0.0,No Fraud
1,1398166.84,1398166.84,0.0,Fraud
1,177137.79,177137.79,0.0,Fraud
4,1218165.88,1218165.88,0.0,Fraud
4,10000000.0,12542664.27,2542664.27,Fraud
1,667257.72,667257.72,0.0,Fraud
1,493538.8,493538.8,0.0,Fraud
1,125146.75,125146.75,0.0,Fraud
4,252417.45,252417.45,0.0,Fraud
1,2046684.58,2046684.58,0.0,Fraud
4,1933920.8,0.0,0.0,Fraud
3,1487.9,0.0,0.0,No Fraud
4,426323.38,426323.38,0.0,Fraud
4,406864.17,406864.17,0.0,Fraud
4,3644234.06,3644234.06,0.0,Fraud
4,10000000.0,33441041.46,23441041.46,Fraud
1,621034.85,621034.85,0.0,Fraud
3,9956.9,139862.0,129905.1,No Fraud
0,240654.62,926584.0,1167238.62,No Fraud
4,330665.02,330665.02,0.0,Fraud
4,169941.73,169941.73,0.0,Fraud
0,286158.38,599384.0,885542.38,No Fraud
1,5388834.64,5388834.64,0.0,Fraud
0,139219.88,6232173.88,6371393.77,No Fraud
1,51261.44,0.0,0.0,No Fraud
4,1258447.97,4057.0,0.0,No Fraud
4,79039.81,79039.81,0.0,Fraud
3,7376.25,0.0,0.0,No Fraud
4,2222008.27,2222008.27,0.0,Fraud
4,653983.93,653983.93,0.0,Fraud
4,122235.11,122235.11,0.0,Fraud
1,121949.74,11206.0,0.0,No Fraud
1,48712.12,48712.12,0.0,Fraud
1,501101.41,501101.41,0.0,Fraud
1,188633.2,0.0,0.0,No Fraud
1,239380.73,0.0,0.0,No Fraud
4,655676.97,655676.97,0.0,Fraud
3,2843.28,70994.0,68150.72,No Fraud
4,56888.23,56888.23,0.0,Fraud
0,165817.2,61903.0,227720.2,No Fraud
1,458603.07,458603.07,0.0,Fraud
1,3786438.03,3786438.03,0.0,Fraud
3,5197.42,0.0,0.0,No Fraud
0,165849.39,111372.0,277221.39,No Fraud
4,1049586.54,1049586.54,0.0,Fraud
4,4529.65,4529.65,0.0,Fraud
1,31329.62,31329.62,0.0,Fraud
4,302227.56,302227.56,0.0,Fraud
1,115217.81,0.0,0.0,No Fraud
1,818639.22,818639.22,0.0,Fraud
1,44482.33,44482.33,0.0,Fraud
3,8167.66,111022.0,102854.34,No Fraud
0,407359.73,1692102.35,2099462.08,No Fraud
1,60111.05,0.0,0.0,No Fraud
4,283121.68,283121.68,0.0,Fraud
3,4666.01,680430.77,675764.76,No Fraud
1,835770.84,835770.84,0.0,Fraud
1,299457.79,28892.0,0.0,No Fraud
1,7482670.24,7482670.24,0.0,Fraud
1,6424.83,41875.0,35450.17,No Fraud
1,19024.84,0.0,0.0,No Fraud
4,719139.52,0.0,0.0,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
3,5194.66,0.0,0.0,No Fraud
3,2454.8,12924.37,10469.57,No Fraud
4,239556.06,239556.06,0.0,Fraud
3,6762.68,109.0,0.0,No Fraud
1,34502.7,34502.7,0.0,Fraud
3,22741.34,8856.0,0.0,No Fraud
0,53509.45,10799573.58,10853083.03,No Fraud
3,38363.6,6005.0,0.0,No Fraud
4,228803.98,228803.98,0.0,Fraud
1,183306.21,183306.21,0.0,Fraud
